Date,cot_source_report_date,Market_and_Exchange_Names,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,dealer_net_all,dealer_net_ratio_all,asset_mgr_net_all,asset_mgr_net_ratio_all,lev_money_net_all,lev_money_net_ratio_all,other_rept_net_all,other_rept_net_ratio_all,nonrept_net_all,nonrept_net_ratio_all,cot_available_date,cot_age_days,cot_release_lag_days
2020-01-12,2020-01-07,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5400.0,66.0,42.0,338.0,331.0,2517.0,3661.0,464.0,786.0,3643.0,5078.0,1757.0,322.0,24.0,0.0044444444444444,7.0,0.0012962962962962,-1144.0,-0.2118518518518518,-322.0,-0.0596296296296296,1435.0,0.2657407407407407,2020-01-10,5.0,3.0
2020-01-13,2020-01-07,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5400.0,66.0,42.0,338.0,331.0,2517.0,3661.0,464.0,786.0,3643.0,5078.0,1757.0,322.0,24.0,0.0044444444444444,7.0,0.0012962962962962,-1144.0,-0.2118518518518518,-322.0,-0.0596296296296296,1435.0,0.2657407407407407,2020-01-10,6.0,3.0
2020-01-14,2020-01-07,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5400.0,66.0,42.0,338.0,331.0,2517.0,3661.0,464.0,786.0,3643.0,5078.0,1757.0,322.0,24.0,0.0044444444444444,7.0,0.0012962962962962,-1144.0,-0.2118518518518518,-322.0,-0.0596296296296296,1435.0,0.2657407407407407,2020-01-10,7.0,3.0
2020-01-15,2020-01-07,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5400.0,66.0,42.0,338.0,331.0,2517.0,3661.0,464.0,786.0,3643.0,5078.0,1757.0,322.0,24.0,0.0044444444444444,7.0,0.0012962962962962,-1144.0,-0.2118518518518518,-322.0,-0.0596296296296296,1435.0,0.2657407407407407,2020-01-10,8.0,3.0
2020-01-16,2020-01-07,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5400.0,66.0,42.0,338.0,331.0,2517.0,3661.0,464.0,786.0,3643.0,5078.0,1757.0,322.0,24.0,0.0044444444444444,7.0,0.0012962962962962,-1144.0,-0.2118518518518518,-322.0,-0.0596296296296296,1435.0,0.2657407407407407,2020-01-10,9.0,3.0
2020-01-17,2020-01-14,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5405.0,66.0,46.0,272.0,300.0,2688.0,3339.0,342.0,1043.0,3631.0,4991.0,1774.0,414.0,20.0,0.003700277520814,-28.0,-0.0051803885291396,-651.0,-0.1204440333024976,-701.0,-0.1296947271045328,1360.0,0.2516188714153561,2020-01-17,3.0,3.0
2020-01-18,2020-01-14,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5405.0,66.0,46.0,272.0,300.0,2688.0,3339.0,342.0,1043.0,3631.0,4991.0,1774.0,414.0,20.0,0.003700277520814,-28.0,-0.0051803885291396,-651.0,-0.1204440333024976,-701.0,-0.1296947271045328,1360.0,0.2516188714153561,2020-01-17,4.0,3.0
2020-01-19,2020-01-14,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5405.0,66.0,46.0,272.0,300.0,2688.0,3339.0,342.0,1043.0,3631.0,4991.0,1774.0,414.0,20.0,0.003700277520814,-28.0,-0.0051803885291396,-651.0,-0.1204440333024976,-701.0,-0.1296947271045328,1360.0,0.2516188714153561,2020-01-17,5.0,3.0
2020-01-20,2020-01-14,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5405.0,66.0,46.0,272.0,300.0,2688.0,3339.0,342.0,1043.0,3631.0,4991.0,1774.0,414.0,20.0,0.003700277520814,-28.0,-0.0051803885291396,-651.0,-0.1204440333024976,-701.0,-0.1296947271045328,1360.0,0.2516188714153561,2020-01-17,6.0,3.0
2020-01-21,2020-01-14,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5405.0,66.0,46.0,272.0,300.0,2688.0,3339.0,342.0,1043.0,3631.0,4991.0,1774.0,414.0,20.0,0.003700277520814,-28.0,-0.0051803885291396,-651.0,-0.1204440333024976,-701.0,-0.1296947271045328,1360.0,0.2516188714153561,2020-01-17,7.0,3.0
2020-01-22,2020-01-14,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5405.0,66.0,46.0,272.0,300.0,2688.0,3339.0,342.0,1043.0,3631.0,4991.0,1774.0,414.0,20.0,0.003700277520814,-28.0,-0.0051803885291396,-651.0,-0.1204440333024976,-701.0,-0.1296947271045328,1360.0,0.2516188714153561,2020-01-17,8.0,3.0
2020-01-23,2020-01-14,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5405.0,66.0,46.0,272.0,300.0,2688.0,3339.0,342.0,1043.0,3631.0,4991.0,1774.0,414.0,20.0,0.003700277520814,-28.0,-0.0051803885291396,-651.0,-0.1204440333024976,-701.0,-0.1296947271045328,1360.0,0.2516188714153561,2020-01-17,9.0,3.0
2020-01-24,2020-01-21,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5139.0,66.0,46.0,185.0,445.0,2304.0,3035.0,437.0,864.0,3337.0,4735.0,1802.0,404.0,20.0,0.0038918077446974,-260.0,-0.0505935006810663,-731.0,-0.1422455730686904,-427.0,-0.0830900953492897,1398.0,0.2720373613543491,2020-01-24,3.0,3.0
2020-01-25,2020-01-21,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5139.0,66.0,46.0,185.0,445.0,2304.0,3035.0,437.0,864.0,3337.0,4735.0,1802.0,404.0,20.0,0.0038918077446974,-260.0,-0.0505935006810663,-731.0,-0.1422455730686904,-427.0,-0.0830900953492897,1398.0,0.2720373613543491,2020-01-24,4.0,3.0
2020-01-26,2020-01-21,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5139.0,66.0,46.0,185.0,445.0,2304.0,3035.0,437.0,864.0,3337.0,4735.0,1802.0,404.0,20.0,0.0038918077446974,-260.0,-0.0505935006810663,-731.0,-0.1422455730686904,-427.0,-0.0830900953492897,1398.0,0.2720373613543491,2020-01-24,5.0,3.0
2020-01-27,2020-01-21,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5139.0,66.0,46.0,185.0,445.0,2304.0,3035.0,437.0,864.0,3337.0,4735.0,1802.0,404.0,20.0,0.0038918077446974,-260.0,-0.0505935006810663,-731.0,-0.1422455730686904,-427.0,-0.0830900953492897,1398.0,0.2720373613543491,2020-01-24,6.0,3.0
2020-01-28,2020-01-21,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5139.0,66.0,46.0,185.0,445.0,2304.0,3035.0,437.0,864.0,3337.0,4735.0,1802.0,404.0,20.0,0.0038918077446974,-260.0,-0.0505935006810663,-731.0,-0.1422455730686904,-427.0,-0.0830900953492897,1398.0,0.2720373613543491,2020-01-24,7.0,3.0
2020-01-29,2020-01-21,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5139.0,66.0,46.0,185.0,445.0,2304.0,3035.0,437.0,864.0,3337.0,4735.0,1802.0,404.0,20.0,0.0038918077446974,-260.0,-0.0505935006810663,-731.0,-0.1422455730686904,-427.0,-0.0830900953492897,1398.0,0.2720373613543491,2020-01-24,8.0,3.0
2020-01-30,2020-01-21,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5139.0,66.0,46.0,185.0,445.0,2304.0,3035.0,437.0,864.0,3337.0,4735.0,1802.0,404.0,20.0,0.0038918077446974,-260.0,-0.0505935006810663,-731.0,-0.1422455730686904,-427.0,-0.0830900953492897,1398.0,0.2720373613543491,2020-01-24,9.0,3.0
2020-01-31,2020-01-28,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4917.0,66.0,46.0,391.0,438.0,1747.0,2907.0,419.0,765.0,2950.0,4483.0,1967.0,434.0,20.0,0.0040675208460443,-47.0,-0.0095586739882041,-1160.0,-0.2359162090705714,-346.0,-0.070368110636567,1533.0,0.3117754728492983,2020-01-31,3.0,3.0
2020-02-01,2020-01-28,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4917.0,66.0,46.0,391.0,438.0,1747.0,2907.0,419.0,765.0,2950.0,4483.0,1967.0,434.0,20.0,0.0040675208460443,-47.0,-0.0095586739882041,-1160.0,-0.2359162090705714,-346.0,-0.070368110636567,1533.0,0.3117754728492983,2020-01-31,4.0,3.0
2020-02-02,2020-01-28,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4917.0,66.0,46.0,391.0,438.0,1747.0,2907.0,419.0,765.0,2950.0,4483.0,1967.0,434.0,20.0,0.0040675208460443,-47.0,-0.0095586739882041,-1160.0,-0.2359162090705714,-346.0,-0.070368110636567,1533.0,0.3117754728492983,2020-01-31,5.0,3.0
2020-02-03,2020-01-28,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4917.0,66.0,46.0,391.0,438.0,1747.0,2907.0,419.0,765.0,2950.0,4483.0,1967.0,434.0,20.0,0.0040675208460443,-47.0,-0.0095586739882041,-1160.0,-0.2359162090705714,-346.0,-0.070368110636567,1533.0,0.3117754728492983,2020-01-31,6.0,3.0
2020-02-04,2020-01-28,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4917.0,66.0,46.0,391.0,438.0,1747.0,2907.0,419.0,765.0,2950.0,4483.0,1967.0,434.0,20.0,0.0040675208460443,-47.0,-0.0095586739882041,-1160.0,-0.2359162090705714,-346.0,-0.070368110636567,1533.0,0.3117754728492983,2020-01-31,7.0,3.0
2020-02-05,2020-01-28,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4917.0,66.0,46.0,391.0,438.0,1747.0,2907.0,419.0,765.0,2950.0,4483.0,1967.0,434.0,20.0,0.0040675208460443,-47.0,-0.0095586739882041,-1160.0,-0.2359162090705714,-346.0,-0.070368110636567,1533.0,0.3117754728492983,2020-01-31,8.0,3.0
2020-02-06,2020-01-28,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4917.0,66.0,46.0,391.0,438.0,1747.0,2907.0,419.0,765.0,2950.0,4483.0,1967.0,434.0,20.0,0.0040675208460443,-47.0,-0.0095586739882041,-1160.0,-0.2359162090705714,-346.0,-0.070368110636567,1533.0,0.3117754728492983,2020-01-31,9.0,3.0
2020-02-07,2020-02-04,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4367.0,71.0,50.0,132.0,434.0,1436.0,3136.0,678.0,168.0,2516.0,3987.0,1851.0,380.0,21.0,0.0048087932218914,-302.0,-0.0691550263338676,-1700.0,-0.3892832608197847,510.0,0.1167849782459354,1471.0,0.3368445156858255,2020-02-07,3.0,3.0
2020-02-08,2020-02-04,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4367.0,71.0,50.0,132.0,434.0,1436.0,3136.0,678.0,168.0,2516.0,3987.0,1851.0,380.0,21.0,0.0048087932218914,-302.0,-0.0691550263338676,-1700.0,-0.3892832608197847,510.0,0.1167849782459354,1471.0,0.3368445156858255,2020-02-07,4.0,3.0
2020-02-09,2020-02-04,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4367.0,71.0,50.0,132.0,434.0,1436.0,3136.0,678.0,168.0,2516.0,3987.0,1851.0,380.0,21.0,0.0048087932218914,-302.0,-0.0691550263338676,-1700.0,-0.3892832608197847,510.0,0.1167849782459354,1471.0,0.3368445156858255,2020-02-07,5.0,3.0
2020-02-10,2020-02-04,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4367.0,71.0,50.0,132.0,434.0,1436.0,3136.0,678.0,168.0,2516.0,3987.0,1851.0,380.0,21.0,0.0048087932218914,-302.0,-0.0691550263338676,-1700.0,-0.3892832608197847,510.0,0.1167849782459354,1471.0,0.3368445156858255,2020-02-07,6.0,3.0
2020-02-11,2020-02-04,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4367.0,71.0,50.0,132.0,434.0,1436.0,3136.0,678.0,168.0,2516.0,3987.0,1851.0,380.0,21.0,0.0048087932218914,-302.0,-0.0691550263338676,-1700.0,-0.3892832608197847,510.0,0.1167849782459354,1471.0,0.3368445156858255,2020-02-07,7.0,3.0
2020-02-12,2020-02-04,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4367.0,71.0,50.0,132.0,434.0,1436.0,3136.0,678.0,168.0,2516.0,3987.0,1851.0,380.0,21.0,0.0048087932218914,-302.0,-0.0691550263338676,-1700.0,-0.3892832608197847,510.0,0.1167849782459354,1471.0,0.3368445156858255,2020-02-07,8.0,3.0
2020-02-13,2020-02-04,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4367.0,71.0,50.0,132.0,434.0,1436.0,3136.0,678.0,168.0,2516.0,3987.0,1851.0,380.0,21.0,0.0048087932218914,-302.0,-0.0691550263338676,-1700.0,-0.3892832608197847,510.0,0.1167849782459354,1471.0,0.3368445156858255,2020-02-07,9.0,3.0
2020-02-14,2020-02-11,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6106.0,76.0,50.0,367.0,148.0,2237.0,4553.0,924.0,533.0,3994.0,5674.0,2112.0,432.0,26.0,0.0042581067802161,219.0,0.0358663609564362,-2316.0,-0.3792990501146413,391.0,0.0640353750409433,1680.0,0.2751392073370455,2020-02-14,3.0,3.0
2020-02-15,2020-02-11,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6106.0,76.0,50.0,367.0,148.0,2237.0,4553.0,924.0,533.0,3994.0,5674.0,2112.0,432.0,26.0,0.0042581067802161,219.0,0.0358663609564362,-2316.0,-0.3792990501146413,391.0,0.0640353750409433,1680.0,0.2751392073370455,2020-02-14,4.0,3.0
2020-02-16,2020-02-11,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6106.0,76.0,50.0,367.0,148.0,2237.0,4553.0,924.0,533.0,3994.0,5674.0,2112.0,432.0,26.0,0.0042581067802161,219.0,0.0358663609564362,-2316.0,-0.3792990501146413,391.0,0.0640353750409433,1680.0,0.2751392073370455,2020-02-14,5.0,3.0
2020-02-17,2020-02-11,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6106.0,76.0,50.0,367.0,148.0,2237.0,4553.0,924.0,533.0,3994.0,5674.0,2112.0,432.0,26.0,0.0042581067802161,219.0,0.0358663609564362,-2316.0,-0.3792990501146413,391.0,0.0640353750409433,1680.0,0.2751392073370455,2020-02-14,6.0,3.0
2020-02-18,2020-02-11,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6106.0,76.0,50.0,367.0,148.0,2237.0,4553.0,924.0,533.0,3994.0,5674.0,2112.0,432.0,26.0,0.0042581067802161,219.0,0.0358663609564362,-2316.0,-0.3792990501146413,391.0,0.0640353750409433,1680.0,0.2751392073370455,2020-02-14,7.0,3.0
2020-02-19,2020-02-11,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6106.0,76.0,50.0,367.0,148.0,2237.0,4553.0,924.0,533.0,3994.0,5674.0,2112.0,432.0,26.0,0.0042581067802161,219.0,0.0358663609564362,-2316.0,-0.3792990501146413,391.0,0.0640353750409433,1680.0,0.2751392073370455,2020-02-14,8.0,3.0
2020-02-20,2020-02-11,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6106.0,76.0,50.0,367.0,148.0,2237.0,4553.0,924.0,533.0,3994.0,5674.0,2112.0,432.0,26.0,0.0042581067802161,219.0,0.0358663609564362,-2316.0,-0.3792990501146413,391.0,0.0640353750409433,1680.0,0.2751392073370455,2020-02-14,9.0,3.0
2020-02-21,2020-02-18,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6463.0,78.0,158.0,260.0,177.0,2452.0,5258.0,1576.0,181.0,4641.0,6049.0,1822.0,414.0,-80.0,-0.0123781525607303,83.0,0.0128423332817576,-2806.0,-0.4341637010676156,1395.0,0.2158440352777348,1408.0,0.2178554850688534,2020-02-21,3.0,3.0
2020-02-22,2020-02-18,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6463.0,78.0,158.0,260.0,177.0,2452.0,5258.0,1576.0,181.0,4641.0,6049.0,1822.0,414.0,-80.0,-0.0123781525607303,83.0,0.0128423332817576,-2806.0,-0.4341637010676156,1395.0,0.2158440352777348,1408.0,0.2178554850688534,2020-02-21,4.0,3.0
2020-02-23,2020-02-18,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6463.0,78.0,158.0,260.0,177.0,2452.0,5258.0,1576.0,181.0,4641.0,6049.0,1822.0,414.0,-80.0,-0.0123781525607303,83.0,0.0128423332817576,-2806.0,-0.4341637010676156,1395.0,0.2158440352777348,1408.0,0.2178554850688534,2020-02-21,5.0,3.0
2020-02-24,2020-02-18,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6463.0,78.0,158.0,260.0,177.0,2452.0,5258.0,1576.0,181.0,4641.0,6049.0,1822.0,414.0,-80.0,-0.0123781525607303,83.0,0.0128423332817576,-2806.0,-0.4341637010676156,1395.0,0.2158440352777348,1408.0,0.2178554850688534,2020-02-21,6.0,3.0
2020-02-25,2020-02-18,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6463.0,78.0,158.0,260.0,177.0,2452.0,5258.0,1576.0,181.0,4641.0,6049.0,1822.0,414.0,-80.0,-0.0123781525607303,83.0,0.0128423332817576,-2806.0,-0.4341637010676156,1395.0,0.2158440352777348,1408.0,0.2178554850688534,2020-02-21,7.0,3.0
2020-02-26,2020-02-18,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6463.0,78.0,158.0,260.0,177.0,2452.0,5258.0,1576.0,181.0,4641.0,6049.0,1822.0,414.0,-80.0,-0.0123781525607303,83.0,0.0128423332817576,-2806.0,-0.4341637010676156,1395.0,0.2158440352777348,1408.0,0.2178554850688534,2020-02-21,8.0,3.0
2020-02-27,2020-02-18,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6463.0,78.0,158.0,260.0,177.0,2452.0,5258.0,1576.0,181.0,4641.0,6049.0,1822.0,414.0,-80.0,-0.0123781525607303,83.0,0.0128423332817576,-2806.0,-0.4341637010676156,1395.0,0.2158440352777348,1408.0,0.2178554850688534,2020-02-21,9.0,3.0
2020-02-28,2020-02-25,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5632.0,71.0,178.0,164.0,189.0,1774.0,4511.0,1741.0,38.0,4039.0,5205.0,1593.0,427.0,-107.0,-0.0189985795454545,-25.0,-0.0044389204545454,-2737.0,-0.4859730113636363,1703.0,0.3023792613636363,1166.0,0.20703125,2020-02-28,3.0,3.0
2020-02-29,2020-02-25,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5632.0,71.0,178.0,164.0,189.0,1774.0,4511.0,1741.0,38.0,4039.0,5205.0,1593.0,427.0,-107.0,-0.0189985795454545,-25.0,-0.0044389204545454,-2737.0,-0.4859730113636363,1703.0,0.3023792613636363,1166.0,0.20703125,2020-02-28,4.0,3.0
2020-03-01,2020-02-25,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5632.0,71.0,178.0,164.0,189.0,1774.0,4511.0,1741.0,38.0,4039.0,5205.0,1593.0,427.0,-107.0,-0.0189985795454545,-25.0,-0.0044389204545454,-2737.0,-0.4859730113636363,1703.0,0.3023792613636363,1166.0,0.20703125,2020-02-28,5.0,3.0
2020-03-02,2020-02-25,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5632.0,71.0,178.0,164.0,189.0,1774.0,4511.0,1741.0,38.0,4039.0,5205.0,1593.0,427.0,-107.0,-0.0189985795454545,-25.0,-0.0044389204545454,-2737.0,-0.4859730113636363,1703.0,0.3023792613636363,1166.0,0.20703125,2020-02-28,6.0,3.0
2020-03-03,2020-02-25,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5632.0,71.0,178.0,164.0,189.0,1774.0,4511.0,1741.0,38.0,4039.0,5205.0,1593.0,427.0,-107.0,-0.0189985795454545,-25.0,-0.0044389204545454,-2737.0,-0.4859730113636363,1703.0,0.3023792613636363,1166.0,0.20703125,2020-02-28,7.0,3.0
2020-03-04,2020-02-25,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5632.0,71.0,178.0,164.0,189.0,1774.0,4511.0,1741.0,38.0,4039.0,5205.0,1593.0,427.0,-107.0,-0.0189985795454545,-25.0,-0.0044389204545454,-2737.0,-0.4859730113636363,1703.0,0.3023792613636363,1166.0,0.20703125,2020-02-28,8.0,3.0
2020-03-05,2020-02-25,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5632.0,71.0,178.0,164.0,189.0,1774.0,4511.0,1741.0,38.0,4039.0,5205.0,1593.0,427.0,-107.0,-0.0189985795454545,-25.0,-0.0044389204545454,-2737.0,-0.4859730113636363,1703.0,0.3023792613636363,1166.0,0.20703125,2020-02-28,9.0,3.0
2020-03-06,2020-03-03,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4837.0,66.0,159.0,163.0,196.0,764.0,3454.0,1234.0,0.0,2848.0,4430.0,1989.0,407.0,-93.0,-0.019226793467025,-33.0,-0.0068224105850733,-2690.0,-0.5561298325408311,1234.0,0.255116807938805,1582.0,0.3270622286541244,2020-03-06,3.0,3.0
2020-03-07,2020-03-03,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4837.0,66.0,159.0,163.0,196.0,764.0,3454.0,1234.0,0.0,2848.0,4430.0,1989.0,407.0,-93.0,-0.019226793467025,-33.0,-0.0068224105850733,-2690.0,-0.5561298325408311,1234.0,0.255116807938805,1582.0,0.3270622286541244,2020-03-06,4.0,3.0
2020-03-08,2020-03-03,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4837.0,66.0,159.0,163.0,196.0,764.0,3454.0,1234.0,0.0,2848.0,4430.0,1989.0,407.0,-93.0,-0.019226793467025,-33.0,-0.0068224105850733,-2690.0,-0.5561298325408311,1234.0,0.255116807938805,1582.0,0.3270622286541244,2020-03-06,5.0,3.0
2020-03-09,2020-03-03,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4837.0,66.0,159.0,163.0,196.0,764.0,3454.0,1234.0,0.0,2848.0,4430.0,1989.0,407.0,-93.0,-0.019226793467025,-33.0,-0.0068224105850733,-2690.0,-0.5561298325408311,1234.0,0.255116807938805,1582.0,0.3270622286541244,2020-03-06,6.0,3.0
2020-03-10,2020-03-03,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4837.0,66.0,159.0,163.0,196.0,764.0,3454.0,1234.0,0.0,2848.0,4430.0,1989.0,407.0,-93.0,-0.019226793467025,-33.0,-0.0068224105850733,-2690.0,-0.5561298325408311,1234.0,0.255116807938805,1582.0,0.3270622286541244,2020-03-06,7.0,3.0
2020-03-11,2020-03-03,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4837.0,66.0,159.0,163.0,196.0,764.0,3454.0,1234.0,0.0,2848.0,4430.0,1989.0,407.0,-93.0,-0.019226793467025,-33.0,-0.0068224105850733,-2690.0,-0.5561298325408311,1234.0,0.255116807938805,1582.0,0.3270622286541244,2020-03-06,8.0,3.0
2020-03-12,2020-03-03,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4837.0,66.0,159.0,163.0,196.0,764.0,3454.0,1234.0,0.0,2848.0,4430.0,1989.0,407.0,-93.0,-0.019226793467025,-33.0,-0.0068224105850733,-2690.0,-0.5561298325408311,1234.0,0.255116807938805,1582.0,0.3270622286541244,2020-03-06,9.0,3.0
2020-03-13,2020-03-10,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4368.0,65.0,41.0,115.0,362.0,1421.0,3002.0,783.0,25.0,2878.0,3924.0,1490.0,444.0,24.0,0.0054945054945054,-247.0,-0.056547619047619,-1581.0,-0.3619505494505494,758.0,0.1735347985347985,1046.0,0.2394688644688644,2020-03-13,3.0,3.0
2020-03-14,2020-03-10,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4368.0,65.0,41.0,115.0,362.0,1421.0,3002.0,783.0,25.0,2878.0,3924.0,1490.0,444.0,24.0,0.0054945054945054,-247.0,-0.056547619047619,-1581.0,-0.3619505494505494,758.0,0.1735347985347985,1046.0,0.2394688644688644,2020-03-13,4.0,3.0
2020-03-15,2020-03-10,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4368.0,65.0,41.0,115.0,362.0,1421.0,3002.0,783.0,25.0,2878.0,3924.0,1490.0,444.0,24.0,0.0054945054945054,-247.0,-0.056547619047619,-1581.0,-0.3619505494505494,758.0,0.1735347985347985,1046.0,0.2394688644688644,2020-03-13,5.0,3.0
2020-03-16,2020-03-10,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4368.0,65.0,41.0,115.0,362.0,1421.0,3002.0,783.0,25.0,2878.0,3924.0,1490.0,444.0,24.0,0.0054945054945054,-247.0,-0.056547619047619,-1581.0,-0.3619505494505494,758.0,0.1735347985347985,1046.0,0.2394688644688644,2020-03-13,6.0,3.0
2020-03-17,2020-03-10,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4368.0,65.0,41.0,115.0,362.0,1421.0,3002.0,783.0,25.0,2878.0,3924.0,1490.0,444.0,24.0,0.0054945054945054,-247.0,-0.056547619047619,-1581.0,-0.3619505494505494,758.0,0.1735347985347985,1046.0,0.2394688644688644,2020-03-13,7.0,3.0
2020-03-18,2020-03-10,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4368.0,65.0,41.0,115.0,362.0,1421.0,3002.0,783.0,25.0,2878.0,3924.0,1490.0,444.0,24.0,0.0054945054945054,-247.0,-0.056547619047619,-1581.0,-0.3619505494505494,758.0,0.1735347985347985,1046.0,0.2394688644688644,2020-03-13,8.0,3.0
2020-03-19,2020-03-10,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4368.0,65.0,41.0,115.0,362.0,1421.0,3002.0,783.0,25.0,2878.0,3924.0,1490.0,444.0,24.0,0.0054945054945054,-247.0,-0.056547619047619,-1581.0,-0.3619505494505494,758.0,0.1735347985347985,1046.0,0.2394688644688644,2020-03-13,9.0,3.0
2020-03-20,2020-03-17,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4474.0,336.0,0.0,101.0,465.0,1869.0,2907.0,584.0,504.0,2993.0,3979.0,1481.0,495.0,336.0,0.0751005811354492,-364.0,-0.0813589628967367,-1038.0,-0.2320071524362986,80.0,0.0178810907465355,986.0,0.2203844434510505,2020-03-20,3.0,3.0
2020-03-21,2020-03-17,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4474.0,336.0,0.0,101.0,465.0,1869.0,2907.0,584.0,504.0,2993.0,3979.0,1481.0,495.0,336.0,0.0751005811354492,-364.0,-0.0813589628967367,-1038.0,-0.2320071524362986,80.0,0.0178810907465355,986.0,0.2203844434510505,2020-03-20,4.0,3.0
2020-03-22,2020-03-17,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4474.0,336.0,0.0,101.0,465.0,1869.0,2907.0,584.0,504.0,2993.0,3979.0,1481.0,495.0,336.0,0.0751005811354492,-364.0,-0.0813589628967367,-1038.0,-0.2320071524362986,80.0,0.0178810907465355,986.0,0.2203844434510505,2020-03-20,5.0,3.0
2020-03-23,2020-03-17,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4474.0,336.0,0.0,101.0,465.0,1869.0,2907.0,584.0,504.0,2993.0,3979.0,1481.0,495.0,336.0,0.0751005811354492,-364.0,-0.0813589628967367,-1038.0,-0.2320071524362986,80.0,0.0178810907465355,986.0,0.2203844434510505,2020-03-20,6.0,3.0
2020-03-24,2020-03-17,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4474.0,336.0,0.0,101.0,465.0,1869.0,2907.0,584.0,504.0,2993.0,3979.0,1481.0,495.0,336.0,0.0751005811354492,-364.0,-0.0813589628967367,-1038.0,-0.2320071524362986,80.0,0.0178810907465355,986.0,0.2203844434510505,2020-03-20,7.0,3.0
