split,sample_index,image_end_date,label_end_date,strict_policy,allowed_news_start_date,allowed_news_end_date,strict_t_minus_1_date,news_count_t_minus_1,news_count_7d_t_minus_1,news_count_20d_t_minus_1,news_count_60d_t_minus_1,same_day_news_count_excluded,has_t_minus_1_news,has_7d_news,has_20d_news,has_60d_news,same_day_exclusion_active,text_vectorizer_fit_doc
train,19,2018-05-18,2018-06-07,calendar_date_lte_t_minus_1,2011-06-22,2018-05-17,2018-05-17,5,38,93,270,3,True,True,True,True,True,True
train,20,2018-05-19,2018-06-08,calendar_date_lte_t_minus_1,2011-06-22,2018-05-18,2018-05-18,3,38,94,267,2,True,True,True,True,True,True
train,21,2018-05-20,2018-06-09,calendar_date_lte_t_minus_1,2011-06-22,2018-05-19,2018-05-19,2,34,93,262,3,True,True,True,True,True,True
train,22,2018-05-21,2018-06-10,calendar_date_lte_t_minus_1,2011-06-22,2018-05-20,2018-05-20,3,32,88,259,8,True,True,True,True,True,True
train,23,2018-05-22,2018-06-11,calendar_date_lte_t_minus_1,2011-06-22,2018-05-21,2018-05-21,8,34,94,263,5,True,True,True,True,True,True
train,24,2018-05-23,2018-06-12,calendar_date_lte_t_minus_1,2011-06-22,2018-05-22,2018-05-22,5,30,97,266,6,True,True,True,True,True,True
train,25,2018-05-24,2018-06-13,calendar_date_lte_t_minus_1,2011-06-22,2018-05-23,2018-05-23,6,32,99,272,6,True,True,True,True,True,True
train,26,2018-05-25,2018-06-14,calendar_date_lte_t_minus_1,2011-06-22,2018-05-24,2018-05-24,6,33,101,277,5,True,True,True,True,True,True
train,27,2018-05-26,2018-06-15,calendar_date_lte_t_minus_1,2011-06-22,2018-05-25,2018-05-25,5,35,99,274,2,True,True,True,True,True,True
train,28,2018-05-27,2018-06-16,calendar_date_lte_t_minus_1,2011-06-22,2018-05-26,2018-05-26,2,35,96,274,6,True,True,True,True,True,True
train,29,2018-05-28,2018-06-17,calendar_date_lte_t_minus_1,2011-06-22,2018-05-27,2018-05-27,6,38,91,276,4,True,True,True,True,True,True
train,30,2018-05-29,2018-06-18,calendar_date_lte_t_minus_1,2011-06-22,2018-05-28,2018-05-28,4,34,91,278,5,True,True,True,True,True,True
train,31,2018-05-30,2018-06-19,calendar_date_lte_t_minus_1,2011-06-22,2018-05-29,2018-05-29,5,34,94,278,3,True,True,True,True,True,True
train,33,2018-06-01,2018-06-21,calendar_date_lte_t_minus_1,2011-06-22,2018-05-31,2018-05-31,6,31,99,286,3,True,True,True,True,True,True
train,35,2018-06-03,2018-06-23,calendar_date_lte_t_minus_1,2011-06-22,2018-06-02,2018-06-02,1,28,92,279,3,True,True,True,True,True,True
train,36,2018-06-04,2018-06-24,calendar_date_lte_t_minus_1,2011-06-22,2018-06-03,2018-06-03,3,25,89,277,6,True,True,True,True,True,True
train,38,2018-06-06,2018-06-26,calendar_date_lte_t_minus_1,2011-06-22,2018-06-05,2018-06-05,4,26,86,277,8,True,True,True,True,True,True
train,40,2018-06-08,2018-06-28,calendar_date_lte_t_minus_1,2011-06-22,2018-06-07,2018-06-07,11,36,97,288,5,True,True,True,True,True,True
train,43,2018-06-11,2018-07-01,calendar_date_lte_t_minus_1,2011-06-22,2018-06-10,2018-06-10,8,44,99,290,8,True,True,True,True,True,True
train,44,2018-06-12,2018-07-02,calendar_date_lte_t_minus_1,2011-06-22,2018-06-11,2018-06-11,8,46,102,290,5,True,True,True,True,True,True
train,45,2018-06-13,2018-07-03,calendar_date_lte_t_minus_1,2011-06-22,2018-06-12,2018-06-12,5,47,101,289,14,True,True,True,True,True,True
train,46,2018-06-14,2018-07-04,calendar_date_lte_t_minus_1,2011-06-22,2018-06-13,2018-06-13,14,53,109,301,4,True,True,True,True,True,True
train,47,2018-06-15,2018-07-05,calendar_date_lte_t_minus_1,2011-06-22,2018-06-14,2018-06-14,4,46,108,303,4,True,True,True,True,True,True
train,48,2018-06-16,2018-07-06,calendar_date_lte_t_minus_1,2011-06-22,2018-06-15,2018-06-15,4,45,110,305,4,True,True,True,True,True,True
train,50,2018-06-18,2018-07-08,calendar_date_lte_t_minus_1,2011-06-22,2018-06-17,2018-06-17,4,43,108,304,6,True,True,True,True,True,True
train,51,2018-06-19,2018-07-09,calendar_date_lte_t_minus_1,2011-06-22,2018-06-18,2018-06-18,6,41,109,305,2,True,True,True,True,True,True
train,53,2018-06-21,2018-07-11,calendar_date_lte_t_minus_1,2011-06-22,2018-06-20,2018-06-20,2,26,104,296,1,True,True,True,True,True,True
train,54,2018-06-22,2018-07-12,calendar_date_lte_t_minus_1,2011-06-22,2018-06-21,2018-06-21,1,23,102,289,17,True,True,True,True,True,True
train,55,2018-06-23,2018-07-13,calendar_date_lte_t_minus_1,2011-06-22,2018-06-22,2018-06-22,17,36,118,298,3,True,True,True,True,True,True
train,56,2018-06-24,2018-07-14,calendar_date_lte_t_minus_1,2011-06-22,2018-06-23,2018-06-23,3,35,118,293,3,True,True,True,True,True,True
train,58,2018-06-26,2018-07-16,calendar_date_lte_t_minus_1,2011-06-22,2018-06-25,2018-06-25,7,35,118,296,4,True,True,True,True,True,True
train,59,2018-06-27,2018-07-17,calendar_date_lte_t_minus_1,2011-06-22,2018-06-26,2018-06-26,4,37,114,296,3,True,True,True,True,True,True
train,60,2018-06-28,2018-07-18,calendar_date_lte_t_minus_1,2011-06-22,2018-06-27,2018-06-27,3,38,106,297,9,True,True,True,True,True,True
train,61,2018-06-29,2018-07-19,calendar_date_lte_t_minus_1,2011-06-22,2018-06-28,2018-06-28,9,46,110,303,8,True,True,True,True,True,True
train,62,2018-06-30,2018-07-20,calendar_date_lte_t_minus_1,2011-06-22,2018-06-29,2018-06-29,8,37,116,303,0,True,True,True,True,True,True
train,64,2018-07-02,2018-07-22,calendar_date_lte_t_minus_1,2011-06-22,2018-07-01,2018-07-01,3,34,103,302,5,True,True,True,True,True,True
train,66,2018-07-04,2018-07-24,calendar_date_lte_t_minus_1,2011-06-22,2018-07-03,2018-07-03,6,34,95,305,4,True,True,True,True,True,True
train,67,2018-07-05,2018-07-25,calendar_date_lte_t_minus_1,2011-06-22,2018-07-04,2018-07-04,4,35,95,302,4,True,True,True,True,True,True
train,68,2018-07-06,2018-07-26,calendar_date_lte_t_minus_1,2011-06-22,2018-07-05,2018-07-05,4,30,95,301,7,True,True,True,True,True,True
train,71,2018-07-09,2018-07-29,calendar_date_lte_t_minus_1,2011-06-22,2018-07-08,2018-07-08,2,29,91,294,8,True,True,True,True,True,True
train,72,2018-07-10,2018-07-30,calendar_date_lte_t_minus_1,2011-06-22,2018-07-09,2018-07-09,8,32,97,301,7,True,True,True,True,True,True
train,73,2018-07-11,2018-07-31,calendar_date_lte_t_minus_1,2011-06-22,2018-07-10,2018-07-10,7,33,102,305,3,True,True,True,True,True,True
train,74,2018-07-12,2018-08-01,calendar_date_lte_t_minus_1,2011-06-22,2018-07-11,2018-07-11,3,32,104,302,6,True,True,True,True,True,True
train,75,2018-07-13,2018-08-02,calendar_date_lte_t_minus_1,2011-06-22,2018-07-12,2018-07-12,6,34,93,303,9,True,True,True,True,True,True
train,77,2018-07-15,2018-08-04,calendar_date_lte_t_minus_1,2011-06-22,2018-07-14,2018-07-14,7,42,103,304,3,True,True,True,True,True,True
train,79,2018-07-17,2018-08-06,calendar_date_lte_t_minus_1,2011-06-22,2018-07-16,2018-07-16,4,39,99,302,5,True,True,True,True,True,True
train,80,2018-07-18,2018-08-07,calendar_date_lte_t_minus_1,2011-06-22,2018-07-17,2018-07-17,5,37,101,304,1,True,True,True,True,True,True
train,82,2018-07-20,2018-08-09,calendar_date_lte_t_minus_1,2011-06-22,2018-07-19,2018-07-19,0,29,85,300,5,False,True,True,True,True,True
train,83,2018-07-21,2018-08-10,calendar_date_lte_t_minus_1,2011-06-22,2018-07-20,2018-07-20,5,25,90,297,4,True,True,True,True,True,True
train,84,2018-07-22,2018-08-11,calendar_date_lte_t_minus_1,2011-06-22,2018-07-21,2018-07-21,4,22,91,296,5,True,True,True,True,True,True
train,85,2018-07-23,2018-08-12,calendar_date_lte_t_minus_1,2011-06-22,2018-07-22,2018-07-22,5,24,91,295,8,True,True,True,True,True,True
train,86,2018-07-24,2018-08-13,calendar_date_lte_t_minus_1,2011-06-22,2018-07-23,2018-07-23,8,28,93,297,9,True,True,True,True,True,True
train,88,2018-07-26,2018-08-15,calendar_date_lte_t_minus_1,2011-06-22,2018-07-25,2018-07-25,8,39,102,307,7,True,True,True,True,True,True
train,89,2018-07-27,2018-08-16,calendar_date_lte_t_minus_1,2011-06-22,2018-07-26,2018-07-26,7,46,102,308,7,True,True,True,True,True,True
train,90,2018-07-28,2018-08-17,calendar_date_lte_t_minus_1,2011-06-22,2018-07-27,2018-07-27,7,48,108,311,5,True,True,True,True,True,True
train,91,2018-07-29,2018-08-18,calendar_date_lte_t_minus_1,2011-06-22,2018-07-28,2018-07-28,5,49,111,311,8,True,True,True,True,True,True
train,92,2018-07-30,2018-08-19,calendar_date_lte_t_minus_1,2011-06-22,2018-07-29,2018-07-29,8,52,111,316,11,True,True,True,True,True,True
train,96,2018-08-03,2018-08-23,calendar_date_lte_t_minus_1,2011-06-22,2018-08-02,2018-08-02,10,55,121,338,12,True,True,True,True,True,True
train,97,2018-08-04,2018-08-24,calendar_date_lte_t_minus_1,2011-06-22,2018-08-03,2018-08-03,12,60,126,344,9,True,True,True,True,True,True
train,98,2018-08-05,2018-08-25,calendar_date_lte_t_minus_1,2011-06-22,2018-08-04,2018-08-04,9,64,132,349,3,True,True,True,True,True,True
train,99,2018-08-06,2018-08-26,calendar_date_lte_t_minus_1,2011-06-22,2018-08-05,2018-08-05,3,59,131,344,10,True,True,True,True,True,True
train,100,2018-08-07,2018-08-27,calendar_date_lte_t_minus_1,2011-06-22,2018-08-06,2018-08-06,10,58,136,343,12,True,True,True,True,True,True
train,101,2018-08-08,2018-08-28,calendar_date_lte_t_minus_1,2011-06-22,2018-08-07,2018-08-07,12,61,147,350,4,True,True,True,True,True,True
train,103,2018-08-10,2018-08-30,calendar_date_lte_t_minus_1,2011-06-22,2018-08-09,2018-08-09,10,60,156,354,7,True,True,True,True,True,True
train,104,2018-08-11,2018-08-31,calendar_date_lte_t_minus_1,2011-06-22,2018-08-10,2018-08-10,7,55,159,353,7,True,True,True,True,True,True
train,107,2018-08-14,2018-09-03,calendar_date_lte_t_minus_1,2011-06-22,2018-08-13,2018-08-13,6,55,159,352,14,True,True,True,True,True,True
train,108,2018-08-15,2018-09-04,calendar_date_lte_t_minus_1,2011-06-22,2018-08-14,2018-08-14,14,57,165,362,5,True,True,True,True,True,True
train,110,2018-08-17,2018-09-06,calendar_date_lte_t_minus_1,2011-06-22,2018-08-16,2018-08-16,4,52,160,363,8,True,True,True,True,True,True
train,115,2018-08-22,2018-09-11,calendar_date_lte_t_minus_1,2011-06-22,2018-08-21,2018-08-21,11,47,160,373,4,True,True,True,True,True,True
train,116,2018-08-23,2018-09-12,calendar_date_lte_t_minus_1,2011-06-22,2018-08-22,2018-08-22,4,46,154,374,7,True,True,True,True,True,True
train,118,2018-08-25,2018-09-14,calendar_date_lte_t_minus_1,2011-06-22,2018-08-24,2018-08-24,9,50,149,380,10,True,True,True,True,True,True
train,119,2018-08-26,2018-09-15,calendar_date_lte_t_minus_1,2011-06-22,2018-08-25,2018-08-25,10,53,156,386,8,True,True,True,True,True,True
train,120,2018-08-27,2018-09-16,calendar_date_lte_t_minus_1,2011-06-22,2018-08-26,2018-08-26,8,55,154,391,3,True,True,True,True,True,True
train,121,2018-08-28,2018-09-17,calendar_date_lte_t_minus_1,2011-06-22,2018-08-27,2018-08-27,3,52,145,385,3,True,True,True,True,True,True
train,124,2018-08-31,2018-09-20,calendar_date_lte_t_minus_1,2011-06-22,2018-08-30,2018-08-30,8,48,142,392,5,True,True,True,True,True,True
train,125,2018-09-01,2018-09-21,calendar_date_lte_t_minus_1,2011-06-22,2018-08-31,2018-08-31,5,44,140,392,6,True,True,True,True,True,True
train,126,2018-09-02,2018-09-22,calendar_date_lte_t_minus_1,2011-06-22,2018-09-01,2018-09-01,6,40,137,392,2,True,True,True,True,True,True
train,127,2018-09-03,2018-09-23,calendar_date_lte_t_minus_1,2011-06-22,2018-09-02,2018-09-02,2,34,133,390,7,True,True,True,True,True,True
train,128,2018-09-04,2018-09-24,calendar_date_lte_t_minus_1,2011-06-22,2018-09-03,2018-09-03,7,38,126,393,8,True,True,True,True,True,True
train,129,2018-09-05,2018-09-25,calendar_date_lte_t_minus_1,2011-06-22,2018-09-04,2018-09-04,8,43,129,394,7,True,True,True,True,True,True
train,130,2018-09-06,2018-09-26,calendar_date_lte_t_minus_1,2011-06-22,2018-09-05,2018-09-05,7,43,132,400,11,True,True,True,True,True,True
train,131,2018-09-07,2018-09-27,calendar_date_lte_t_minus_1,2011-06-22,2018-09-06,2018-09-06,11,46,135,409,4,True,True,True,True,True,True
train,132,2018-09-08,2018-09-28,calendar_date_lte_t_minus_1,2011-06-22,2018-09-07,2018-09-07,4,45,132,405,3,True,True,True,True,True,True
train,133,2018-09-09,2018-09-29,calendar_date_lte_t_minus_1,2011-06-22,2018-09-08,2018-09-08,3,42,129,401,3,True,True,True,True,True,True
train,134,2018-09-10,2018-09-30,calendar_date_lte_t_minus_1,2011-06-22,2018-09-09,2018-09-09,3,43,126,401,9,True,True,True,True,True,True
train,135,2018-09-11,2018-10-01,calendar_date_lte_t_minus_1,2011-06-22,2018-09-10,2018-09-10,9,45,124,404,0,True,True,True,True,True,True
train,136,2018-09-12,2018-10-02,calendar_date_lte_t_minus_1,2011-06-22,2018-09-11,2018-09-11,0,37,120,395,5,False,True,True,True,True,True
train,138,2018-09-14,2018-10-04,calendar_date_lte_t_minus_1,2011-06-22,2018-09-13,2018-09-13,10,34,119,400,10,True,True,True,True,True,True
train,139,2018-09-15,2018-10-05,calendar_date_lte_t_minus_1,2011-06-22,2018-09-14,2018-09-14,10,40,119,406,7,True,True,True,True,True,True
train,140,2018-09-16,2018-10-06,calendar_date_lte_t_minus_1,2011-06-22,2018-09-15,2018-09-15,7,44,118,408,10,True,True,True,True,True,True
train,142,2018-09-18,2018-10-08,calendar_date_lte_t_minus_1,2011-06-22,2018-09-17,2018-09-17,7,49,129,424,0,True,True,True,True,True,True
train,143,2018-09-19,2018-10-09,calendar_date_lte_t_minus_1,2011-06-22,2018-09-18,2018-09-18,0,49,122,419,3,False,True,True,True,True,True
train,144,2018-09-20,2018-10-10,calendar_date_lte_t_minus_1,2011-06-22,2018-09-19,2018-09-19,3,47,117,418,6,True,True,True,True,True,True
train,145,2018-09-21,2018-10-11,calendar_date_lte_t_minus_1,2011-06-22,2018-09-20,2018-09-20,6,43,118,419,10,True,True,True,True,True,True
train,146,2018-09-22,2018-10-12,calendar_date_lte_t_minus_1,2011-06-22,2018-09-21,2018-09-21,10,43,122,421,6,True,True,True,True,True,True
train,147,2018-09-23,2018-10-13,calendar_date_lte_t_minus_1,2011-06-22,2018-09-22,2018-09-22,6,42,126,418,7,True,True,True,True,True,True
train,148,2018-09-24,2018-10-14,calendar_date_lte_t_minus_1,2011-06-22,2018-09-23,2018-09-23,7,39,126,417,9,True,True,True,True,True,True
train,150,2018-09-26,2018-10-16,calendar_date_lte_t_minus_1,2011-06-22,2018-09-25,2018-09-25,3,44,123,415,4,True,True,True,True,True,True
train,151,2018-09-27,2018-10-17,calendar_date_lte_t_minus_1,2011-06-22,2018-09-26,2018-09-26,4,45,116,414,5,True,True,True,True,True,True
train,152,2018-09-28,2018-10-18,calendar_date_lte_t_minus_1,2011-06-22,2018-09-27,2018-09-27,5,44,117,411,9,True,True,True,True,True,True
train,153,2018-09-29,2018-10-19,calendar_date_lte_t_minus_1,2011-06-22,2018-09-28,2018-09-28,9,43,123,409,5,True,True,True,True,True,True
train,154,2018-09-30,2018-10-20,calendar_date_lte_t_minus_1,2011-06-22,2018-09-29,2018-09-29,5,42,125,405,4,True,True,True,True,True,True
train,155,2018-10-01,2018-10-21,calendar_date_lte_t_minus_1,2011-06-22,2018-09-30,2018-09-30,4,39,120,404,4,True,True,True,True,True,True
train,156,2018-10-02,2018-10-22,calendar_date_lte_t_minus_1,2011-06-22,2018-10-01,2018-10-01,4,34,124,398,5,True,True,True,True,True,True
train,159,2018-10-05,2018-10-25,calendar_date_lte_t_minus_1,2011-06-22,2018-10-04,2018-10-04,2,32,109,384,3,True,True,True,True,True,True
train,160,2018-10-06,2018-10-26,calendar_date_lte_t_minus_1,2011-06-22,2018-10-05,2018-10-05,3,26,105,377,7,True,True,True,True,True,True
train,162,2018-10-08,2018-10-28,calendar_date_lte_t_minus_1,2011-06-22,2018-10-07,2018-10-07,5,29,100,373,1,True,True,True,True,True,True
train,163,2018-10-09,2018-10-29,calendar_date_lte_t_minus_1,2011-06-22,2018-10-08,2018-10-08,1,26,101,364,4,True,True,True,True,True,True
train,164,2018-10-10,2018-10-30,calendar_date_lte_t_minus_1,2011-06-22,2018-10-09,2018-10-09,4,25,102,361,1,True,True,True,True,True,True
train,166,2018-10-12,2018-11-01,calendar_date_lte_t_minus_1,2011-06-22,2018-10-11,2018-10-11,7,28,94,353,4,True,True,True,True,True,True
train,168,2018-10-14,2018-11-03,calendar_date_lte_t_minus_1,2011-06-22,2018-10-13,2018-10-13,1,23,86,338,3,True,True,True,True,True,True
train,169,2018-10-15,2018-11-04,calendar_date_lte_t_minus_1,2011-06-22,2018-10-14,2018-10-14,3,21,80,336,1,True,True,True,True,True,True
train,171,2018-10-17,2018-11-06,calendar_date_lte_t_minus_1,2011-06-22,2018-10-16,2018-10-16,2,19,76,327,0,True,True,True,True,True,True
train,172,2018-10-18,2018-11-07,calendar_date_lte_t_minus_1,2011-06-22,2018-10-17,2018-10-17,0,18,71,320,2,False,True,True,True,True,True
train,173,2018-10-19,2018-11-08,calendar_date_lte_t_minus_1,2011-06-22,2018-10-18,2018-10-18,2,13,64,316,1,True,True,True,True,True,True
train,174,2018-10-20,2018-11-09,calendar_date_lte_t_minus_1,2011-06-22,2018-10-19,2018-10-19,1,10,60,311,2,True,True,True,True,True,True
train,176,2018-10-22,2018-11-11,calendar_date_lte_t_minus_1,2011-06-22,2018-10-21,2018-10-21,5,13,59,303,5,True,True,True,True,True,True
train,178,2018-10-24,2018-11-13,calendar_date_lte_t_minus_1,2011-06-22,2018-10-23,2018-10-23,2,17,58,294,4,True,True,True,True,True,True
train,179,2018-10-25,2018-11-14,calendar_date_lte_t_minus_1,2011-06-22,2018-10-24,2018-10-24,4,21,60,288,2,True,True,True,True,True,True
train,180,2018-10-26,2018-11-15,calendar_date_lte_t_minus_1,2011-06-22,2018-10-25,2018-10-25,2,21,59,282,2,True,True,True,True,True,True
train,183,2018-10-29,2018-11-18,calendar_date_lte_t_minus_1,2011-06-22,2018-10-28,2018-10-28,5,24,57,280,8,True,True,True,True,True,True
train,184,2018-10-30,2018-11-19,calendar_date_lte_t_minus_1,2011-06-22,2018-10-29,2018-10-29,8,27,61,280,8,True,True,True,True,True,True
train,185,2018-10-31,2018-11-20,calendar_date_lte_t_minus_1,2011-06-22,2018-10-30,2018-10-30,8,33,68,283,12,True,True,True,True,True,True
train,191,2018-11-06,2018-11-26,calendar_date_lte_t_minus_1,2011-06-22,2018-11-05,2018-11-05,4,54,96,288,9,True,True,True,True,True,True
train,192,2018-11-07,2018-11-27,calendar_date_lte_t_minus_1,2011-06-22,2018-11-06,2018-11-06,9,55,105,293,6,True,True,True,True,True,True
train,193,2018-11-08,2018-11-28,calendar_date_lte_t_minus_1,2011-06-22,2018-11-07,2018-11-07,6,49,109,296,10,True,True,True,True,True,True
train,194,2018-11-09,2018-11-29,calendar_date_lte_t_minus_1,2011-06-22,2018-11-08,2018-11-08,10,56,118,303,10,True,True,True,True,True,True
train,196,2018-11-11,2018-12-01,calendar_date_lte_t_minus_1,2011-06-22,2018-11-10,2018-11-10,6,52,127,310,5,True,True,True,True,True,True
train,197,2018-11-12,2018-12-02,calendar_date_lte_t_minus_1,2011-06-22,2018-11-11,2018-11-11,5,50,127,310,6,True,True,True,True,True,True
train,198,2018-11-13,2018-12-03,calendar_date_lte_t_minus_1,2011-06-22,2018-11-12,2018-11-12,6,52,131,306,8,True,True,True,True,True,True
train,199,2018-11-14,2018-12-04,calendar_date_lte_t_minus_1,2011-06-22,2018-11-13,2018-11-13,8,51,135,304,11,True,True,True,True,True,True
train,200,2018-11-15,2018-12-05,calendar_date_lte_t_minus_1,2011-06-22,2018-11-14,2018-11-14,11,56,144,308,10,True,True,True,True,True,True
train,201,2018-11-16,2018-12-06,calendar_date_lte_t_minus_1,2011-06-22,2018-11-15,2018-11-15,10,56,152,308,7,True,True,True,True,True,True
train,202,2018-11-17,2018-12-07,calendar_date_lte_t_minus_1,2011-06-22,2018-11-16,2018-11-16,7,53,155,308,7,True,True,True,True,True,True
train,203,2018-11-18,2018-12-08,calendar_date_lte_t_minus_1,2011-06-22,2018-11-17,2018-11-17,7,54,157,315,5,True,True,True,True,True,True
train,204,2018-11-19,2018-12-09,calendar_date_lte_t_minus_1,2011-06-22,2018-11-18,2018-11-18,5,54,154,317,14,True,True,True,True,True,True
train,206,2018-11-21,2018-12-11,calendar_date_lte_t_minus_1,2011-06-22,2018-11-20,2018-11-20,19,73,167,334,10,True,True,True,True,True,True
train,208,2018-11-23,2018-12-13,calendar_date_lte_t_minus_1,2011-06-22,2018-11-22,2018-11-22,12,74,172,343,18,True,True,True,True,True,True
train,210,2018-11-25,2018-12-15,calendar_date_lte_t_minus_1,2011-06-22,2018-11-24,2018-11-24,16,94,193,365,12,True,True,True,True,True,True
train,211,2018-11-26,2018-12-16,calendar_date_lte_t_minus_1,2011-06-22,2018-11-25,2018-11-25,12,101,201,373,13,True,True,True,True,True,True
train,213,2018-11-28,2018-12-18,calendar_date_lte_t_minus_1,2011-06-22,2018-11-27,2018-11-27,14,95,213,386,8,True,True,True,True,True,True
train,215,2018-11-30,2018-12-20,calendar_date_lte_t_minus_1,2011-06-22,2018-11-29,2018-11-29,8,89,209,393,13,True,True,True,True,True,True
train,217,2018-12-02,2018-12-22,calendar_date_lte_t_minus_1,2011-06-22,2018-12-01,2018-12-01,8,76,219,405,2,True,True,True,True,True,True
train,218,2018-12-03,2018-12-23,calendar_date_lte_t_minus_1,2011-06-22,2018-12-02,2018-12-02,2,66,215,404,8,True,True,True,True,True,True
train,219,2018-12-04,2018-12-24,calendar_date_lte_t_minus_1,2011-06-22,2018-12-03,2018-12-03,8,61,215,410,10,True,True,True,True,True,True
train,220,2018-12-05,2018-12-25,calendar_date_lte_t_minus_1,2011-06-22,2018-12-04,2018-12-04,10,57,214,417,6,True,True,True,True,True,True
train,222,2018-12-07,2018-12-27,calendar_date_lte_t_minus_1,2011-06-22,2018-12-06,2018-12-06,10,57,213,421,8,True,True,True,True,True,True
train,224,2018-12-09,2018-12-29,calendar_date_lte_t_minus_1,2011-06-22,2018-12-08,2018-12-08,6,50,215,430,8,True,True,True,True,True,True
train,225,2018-12-10,2018-12-30,calendar_date_lte_t_minus_1,2011-06-22,2018-12-09,2018-12-09,8,56,209,437,12,True,True,True,True,True,True
train,226,2018-12-11,2018-12-31,calendar_date_lte_t_minus_1,2011-06-22,2018-12-10,2018-12-10,12,60,202,442,19,True,True,True,True,True,True
train,228,2018-12-13,2019-01-02,calendar_date_lte_t_minus_1,2011-06-22,2018-12-12,2018-12-12,12,75,211,468,8,True,True,True,True,True,True
train,229,2018-12-14,2019-01-03,calendar_date_lte_t_minus_1,2011-06-22,2018-12-13,2018-12-13,8,73,201,473,12,True,True,True,True,True,True
train,230,2018-12-15,2019-01-04,calendar_date_lte_t_minus_1,2011-06-22,2018-12-14,2018-12-14,12,77,197,484,9,True,True,True,True,True,True
train,231,2018-12-16,2019-01-05,calendar_date_lte_t_minus_1,2011-06-22,2018-12-15,2018-12-15,9,80,194,491,6,True,True,True,True,True,True
train,232,2018-12-17,2019-01-06,calendar_date_lte_t_minus_1,2011-06-22,2018-12-16,2018-12-16,6,78,187,497,17,True,True,True,True,True,True
train,234,2018-12-19,2019-01-08,calendar_date_lte_t_minus_1,2011-06-22,2018-12-18,2018-12-18,11,75,193,522,15,True,True,True,True,True,True
train,235,2018-12-20,2019-01-09,calendar_date_lte_t_minus_1,2011-06-22,2018-12-19,2018-12-19,15,78,200,535,9,True,True,True,True,True,True
train,236,2018-12-21,2019-01-10,calendar_date_lte_t_minus_1,2011-06-22,2018-12-20,2018-12-20,9,79,196,539,13,True,True,True,True,True,True
train,237,2018-12-22,2019-01-11,calendar_date_lte_t_minus_1,2011-06-22,2018-12-21,2018-12-21,13,80,201,547,6,True,True,True,True,True,True
train,238,2018-12-23,2019-01-12,calendar_date_lte_t_minus_1,2011-06-22,2018-12-22,2018-12-22,6,77,205,551,9,True,True,True,True,True,True
train,239,2018-12-24,2019-01-13,calendar_date_lte_t_minus_1,2011-06-22,2018-12-23,2018-12-23,9,80,206,556,9,True,True,True,True,True,True
train,241,2018-12-26,2019-01-15,calendar_date_lte_t_minus_1,2011-06-22,2018-12-25,2018-12-25,7,68,206,568,10,True,True,True,True,True,True
train,242,2018-12-27,2019-01-16,calendar_date_lte_t_minus_1,2011-06-22,2018-12-26,2018-12-26,10,63,206,574,14,True,True,True,True,True,True
train,243,2018-12-28,2019-01-17,calendar_date_lte_t_minus_1,2011-06-22,2018-12-27,2018-12-27,14,68,212,583,13,True,True,True,True,True,True
train,244,2018-12-29,2019-01-18,calendar_date_lte_t_minus_1,2011-06-22,2018-12-28,2018-12-28,13,68,219,588,8,True,True,True,True,True,True
